Collection_Sample,gDNA_Sample,Babesia_sp,Babesia_sp_Coco,Babesia_odocoieli,Borrelia_lonestari,Cryptoplasma_sp,Cytauxozoon_felis,Ehrlichia_chaffeensis,Ehrlichia_ewingii,Ehrlichia_sp_PanolaMountain,Hepatozoon_sp_A,Hepatozoon_sp_B,Rickettsia_amblyommatis,Rickettsia_andeanae,Rickettsia_parkeri,Rickettsia_rhiphicephali,Rickettsia_sp_Iaff,Rickettsia_sp_Iscap,Theileria_cervi
AA1289,AduAA165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1294,AduAA166,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1295,AduAA167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1296,AduAA168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AA1297,AduAA169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1298,AduAA170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1302,AduAA171,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1303,AduAA172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1304,AduAA173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1305,AduAA174,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1306,AduAA175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1307,AduAA176,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1299,AduAA177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1300,AduAA178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1456,AduAA179,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA1457,AduAA180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1458,AduAA181,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1459,AduAA182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AA1460,AduAA183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1461,AduAA184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1481,AduAA185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1478,AduAA186,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA1479,AduAA187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1480,AduAA188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1482,AduAA189,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AA1483,AduAA190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1484,AduAA191,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA1613,AduAA192,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AA1614,AduAA193,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
AA1615,AduAA194,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1616,AduAA195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1617,AduAA196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1618,AduAA197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1601,AduAA198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1602,AduAA199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1603,AduAA200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
AA1604,AduAA201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1605,AduAA202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1606,AduAA203,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1607,AduAA204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1608,AduAA205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AA1,AduAA206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA6,AduAA207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA7,AduAA208,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
AA17,AduAA209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA72,AduAA210,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA75,AduAA211,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
AA70,AduAA212,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA71,AduAA213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA72,AduAA214,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA73,AduAA215,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA74,AduAA216,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA236,AduAA217,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA384,AduAA218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AA641,AduAA219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA644,AduAA220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA645,AduAA221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA647,AduAA222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA648,AduAA223,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA649,AduAA224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA651,AduAA225,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA656,AduAA226,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA657,AduAA227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA668,AduAA228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA669,AduAA229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA670,AduAA230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA671,AduAA231,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA672,AduAA232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA673,AduAA233,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA674,AduAA234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA675,AduAA235,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA704,AduAA236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA705,AduAA237,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA706,AduAA238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA707,AduAA239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA708,AduAA240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA709,AduAA241,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA710,AduAA242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA713,AduAA243,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1050,AduAA244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1277,AduAA245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1282,AduAA246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1278,AduAA247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1581,AduAA248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1582,AduAA249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1583,AduAA250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1670,AduAA251,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1671,AduAA252,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA1672,AduAA253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1673,AduAA254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1674,AduAA255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1675,AduAA256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1676,AduAA257,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1677,AduAA258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1678,AduAA259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1679,AduAA260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1680,AduAA261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1681,AduAA262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1683,AduAA263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1684,AduAA264,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1685,AduAA265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1686,AduAA266,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1687,AduAA267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1688,AduAA268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1689,AduAA269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1690,AduAA270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1691,AduAA271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1692,AduAA272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1693,AduAA273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1694,AduAA274,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1695,AduAA275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1696,AduAA276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1697,AduAA277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1698,AduAA278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1699,AduAA279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA24,AduAA280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA25,AduAA281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA26,AduAA282,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AA27,AduAA283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA105,AduAA284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA106,AduAA285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA107,AduAA286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA109,AduAA287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA110,AduAA288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA111,AduAA289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA258,AduAA290,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA259,AduAA291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA260,AduAA292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA261,AduAA293,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA262,AduAA294,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA405,AduAA295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA393,AduAA296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA394,AduAA297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA395,AduAA298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA396,AduAA299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA403,AduAA300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA404,AduAA301,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA397,AduAA302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA398,AduAA303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA399,AduAA304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA400,AduAA305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA401,AduAA306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA416,AduAA307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA417,AduAA308,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA418,AduAA309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA419,AduAA310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA420,AduAA311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA421,AduAA312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA422,AduAA313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA423,AduAA314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA409,AduAA315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA410,AduAA316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA411,AduAA317,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
AA412,AduAA318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA840,AduAA319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA815,AduAA320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA816,AduAA321,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA817,AduAA322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA818,AduAA323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA819,AduAA324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA820,AduAA325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA821,AduAA326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA822,AduAA327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA823,AduAA328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA848,AduAA329,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA849,AduAA330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA850,AduAA331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA851,AduAA332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA852,AduAA333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA853,AduAA334,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
AA854,AduAA335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA855,AduAA336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA856,AduAA337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA857,AduAA338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA858,AduAA339,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA859,AduAA340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA860,AduAA341,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA861,AduAA342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1099,AduAA343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1100,AduAA344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AA1101,AduAA345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1102,AduAA346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1103,AduAA347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1104,AduAA348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1105,AduAA349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1106,AduAA350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1107,AduAA351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1108,AduAA352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1109,AduAA353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1116,AduAA354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1117,AduAA355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1118,AduAA356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1119,AduAA357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1120,AduAA358,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1121,AduAA359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1113,AduAA360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1112,AduAA361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1150,AduAA362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1151,AduAA363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1152,AduAA364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1153,AduAA365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1154,AduAA366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1330,AduAA367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1331,AduAA368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1326,AduAA369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1327,AduAA370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1328,AduAA371,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1329,AduAA372,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1357,AduAA373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1358,AduAA374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1359,AduAA375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1360,AduAA376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1361,AduAA377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1362,AduAA378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1363,AduAA379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1364,AduAA380,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1365,AduAA381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1366,AduAA382,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1367,AduAA383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1368,AduAA384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1369,AduAA385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1370,AduAA386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1371,AduAA387,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1372,AduAA388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1373,AduAA389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1374,AduAA390,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
AA1375,AduAA391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1519,AduAA392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1523,AduAA393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1524,AduAA394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1525,AduAA395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1526,AduAA396,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1527,AduAA397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1528,AduAA398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1529,AduAA399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1530,AduAA400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1531,AduAA401,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1532,AduAA402,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1533,AduAA403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1534,AduAA404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1535,AduAA405,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1536,AduAA406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1537,AduAA407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1538,AduAA408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1539,AduAA409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1540,AduAA410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1541,AduAA411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1542,AduAA412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1543,AduAA413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1544,AduAA414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1714,AduAA415,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1715,AduAA416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA10,AduAA417,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA323,AduAA418,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA325,AduAA419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA326,AduAA420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA327,AduAA421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA328,AduAA422,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA509,AduAA423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA510,AduAA424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA511,AduAA425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA512,AduAA426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA513,AduAA427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA514,AduAA428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA515,AduAA429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA516,AduAA430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA517,AduAA431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA518,AduAA432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA519,AduAA433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA520,AduAA434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA521,AduAA435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA530,AduAA436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA531,AduAA437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA532,AduAA438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA533,AduAA439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA534,AduAA440,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA535,AduAA441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA536,AduAA442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA537,AduAA443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA538,AduAA444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA539,AduAA445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA540,AduAA446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA541,AduAA447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA542,AduAA448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA543,AduAA449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA544,AduAA450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA545,AduAA451,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA902,AduAA452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA903,AduAA453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA904,AduAA454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA905,AduAA455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA906,AduAA456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1022,AduAA457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1023,AduAA458,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1024,AduAA459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
