Collection_Sample,gDNA_Sample,Babesia_sp,Babesia_sp_Coco,Babesia_odocoieli,Borrelia_lonestari,Cryptoplasma_sp,Cytauxozoon_felis,Ehrlichia_chaffeensis,Ehrlichia_ewingii,Ehrlichia_sp_PanolaMountain,Hepatozoon_sp_A,Hepatozoon_sp_B,Rickettsia_amblyommatis,Rickettsia_andeanae,Rickettsia_parkeri,Rickettsia_rhiphicephali,Rickettsia_sp_Iaff,Rickettsia_sp_Iscap,Theileria_cervi
AA957,NymAA258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA958,NymAA259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA959,NymAA260,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA971,NymAA261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA972,NymAA262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA977,NymAA263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA989,NymAA264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1191,NymAA265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1192,NymAA266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1193,NymAA267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1194,NymAA268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1195,NymAA269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1196,NymAA270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1197,NymAA271,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1198,NymAA272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1199,NymAA273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1200,NymAA274,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA1201,NymAA275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1202,NymAA276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1290,NymAA277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1291,NymAA278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1316,NymAA279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1317,NymAA280,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1318,NymAA281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1319,NymAA282,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1320,NymAA283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA1321,NymAA284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1322,NymAA285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1323,NymAA286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1324,NymAA287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1325,NymAA288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1624,NymAA289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1625,NymAA290,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1626,NymAA291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1627,NymAA292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1628,NymAA293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1629,NymAA294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA1630,NymAA295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1631,NymAA296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1632,NymAA297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1633,NymAA298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1634,NymAA299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1635,NymAA300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA4,NymAA301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA5,NymAA302,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA11,NymAA303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA16,NymAA304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA12,NymAA305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA13,NymAA306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA14,NymAA307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA15,NymAA308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA18,NymAA309,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA19,NymAA310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA76,NymAA311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA92,NymAA312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA103,NymAA313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA102,NymAA314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA88,NymAA315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA79,NymAA316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA80,NymAA317,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA98,NymAA318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA95,NymAA319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA96,NymAA320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA241,NymAA321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA254,NymAA322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA255,NymAA323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA245,NymAA324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA246,NymAA325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA247,NymAA326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA237,NymAA327,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA238,NymAA328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA374,NymAA329,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA376,NymAA330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA379,NymAA331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA380,NymAA332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA381,NymAA333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA382,NymAA334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA680,NymAA335,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA702,NymAA336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA739,NymAA337,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA698,NymAA338,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA699,NymAA339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA700,NymAA340,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA727,NymAA341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA728,NymAA342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA729,NymAA343,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA734,NymAA344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA735,NymAA345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA684,NymAA346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA685,NymAA347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA686,NymAA348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA687,NymAA349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA748,NymAA350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1056,NymAA351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1079,NymAA352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1080,NymAA353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1081,NymAA354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1053,NymAA355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1054,NymAA356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1055,NymAA357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1288,NymAA358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1281,NymAA359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1280,NymAA360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1283,NymAA361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1287,NymAA362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1284,NymAA363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1589,NymAA364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1584,NymAA365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1585,NymAA366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1596,NymAA367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1597,NymAA368,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1593,NymAA369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1704,NymAA370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1710,NymAA371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1700,NymAA372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1701,NymAA373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1712,NymAA374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA28,NymAA375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA29,NymAA376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA30,NymAA377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA31,NymAA378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA32,NymAA379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA33,NymAA380,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA34,NymAA381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA35,NymAA382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA36,NymAA383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA37,NymAA384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA38,NymAA385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA39,NymAA386,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA40,NymAA387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA41,NymAA388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA42,NymAA389,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA43,NymAA390,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA44,NymAA391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA45,NymAA392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA125,NymAA393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA126,NymAA394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA127,NymAA395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA128,NymAA396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA129,NymAA397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA130,NymAA398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA131,NymAA399,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA132,NymAA400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA133,NymAA401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA134,NymAA402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA135,NymAA403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA136,NymAA404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA137,NymAA405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA138,NymAA406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA139,NymAA407,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA140,NymAA408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA141,NymAA409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA263,NymAA410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA264,NymAA411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA265,NymAA412,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA266,NymAA413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA267,NymAA414,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA268,NymAA415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA269,NymAA416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA270,NymAA417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA271,NymAA418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA272,NymAA419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA279,NymAA420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AA280,NymAA421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA281,NymAA422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA282,NymAA423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA283,NymAA424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA284,NymAA425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA285,NymAA426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA295,NymAA427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA296,NymAA428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA297,NymAA429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA298,NymAA430,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA299,NymAA431,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA300,NymAA432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA301,NymAA433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA446,NymAA434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA447,NymAA435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA448,NymAA436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA449,NymAA437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA450,NymAA438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA451,NymAA439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA452,NymAA440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA453,NymAA441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA454,NymAA442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA455,NymAA443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA474,NymAA444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA829,NymAA445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA830,NymAA446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA831,NymAA447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA832,NymAA448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA833,NymAA449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA834,NymAA450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA835,NymAA451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA836,NymAA452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA837,NymAA453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA838,NymAA454,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA839,NymAA455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA872,NymAA456,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA873,NymAA457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA874,NymAA458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA875,NymAA459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA876,NymAA460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA877,NymAA461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1122,NymAA462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1123,NymAA463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1124,NymAA464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1125,NymAA465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1126,NymAA466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1127,NymAA467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1128,NymAA468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1129,NymAA469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1130,NymAA470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1131,NymAA471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1132,NymAA472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1133,NymAA473,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1140,NymAA474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1141,NymAA475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AA1142,NymAA476,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA1143,NymAA477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1144,NymAA478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1384,NymAA479,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1385,NymAA480,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1386,NymAA481,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA1387,NymAA482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1388,NymAA483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1389,NymAA484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA1390,NymAA485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1391,NymAA486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1392,NymAA487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1393,NymAA488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AA1394,NymAA489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1395,NymAA490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1396,NymAA491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1397,NymAA492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1398,NymAA493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1399,NymAA494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1400,NymAA495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AA1551,NymAA496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1552,NymAA497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1553,NymAA498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1554,NymAA499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1555,NymAA500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1556,NymAA501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1568,NymAA502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1558,NymAA503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1559,NymAA504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1560,NymAA505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1561,NymAA506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1562,NymAA507,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1563,NymAA508,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1564,NymAA509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1565,NymAA510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1566,NymAA511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1567,NymAA512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA158,NymAA513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA159,NymAA514,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA160,NymAA515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA161,NymAA516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA162,NymAA517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA163,NymAA518,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA324,NymAA519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA329,NymAA520,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA330,NymAA521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA331,NymAA522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA332,NymAA523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA333,NymAA524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA334,NymAA525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA335,NymAA526,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA336,NymAA527,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AA337,NymAA528,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA338,NymAA529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA522,NymAA530,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA523,NymAA531,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA524,NymAA532,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA525,NymAA533,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA526,NymAA534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA527,NymAA535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA528,NymAA536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA529,NymAA537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA546,NymAA538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA547,NymAA539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA548,NymAA540,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA549,NymAA541,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA550,NymAA542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA551,NymAA543,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA552,NymAA544,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA907,NymAA545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA908,NymAA546,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA909,NymAA547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA910,NymAA548,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA911,NymAA549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AA1034,NymAA550,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1035,NymAA551,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AA1036,NymAA552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AA1037,NymAA553,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
